"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Saprospiraceae Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.664129079062742	0	0.550938463312349	0.228029413157104	0.58428989339042	0.404061413049436	0.610410495245337	NA	"prevalence"	235	61
"Hyphomicrobiales Incertae Sedis Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.633047968072845	0	0.538057749521672	0.239378042135046	0.602572312960633	0.421454237213684	0.623752271076253	NA	"prevalence"	235	168
"Devosia"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.548852599046868	0	0.48809209258807	0.26080701570457	0.645386852421477	0.453593731968416	0.658155611091427	NA	"prevalence"	235	97
"Niveibacterium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.285757086989777	-0.356171319365613	0.571760085193599	0.276754866889283	0.671679612241923	0.27438502988388	0.534328742405451	NA	"abundance"	235	164
"SH-PL14"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.529578373783741	0	0.490851259504604	0.280633262649023	0.671679612241923	0.263815681703897	0.527631363407795	NA	"prevalence"	235	139
"Aquabacterium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.528899759423846	0	0.509089670772929	0.298845307353647	0.703732497961815	0.508382096979999	0.721779221782013	NA	"prevalence"	235	80
"Fuscovulum"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.506890430153	0	0.494137629848176	0.304982002512308	0.706783688361856	0.516949983168198	0.721779221782013	NA	"prevalence"	235	93
"Cytophagales Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.916852627671879	-0.356171319365613	0.556373171770754	0.325032776710102	0.741481021869921	0.404190733338129	0.610410495245337	NA	"abundance"	235	87
"Gordonia"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.465692248053474	0	0.482734908973581	0.334697294136822	0.751781614522707	0.557372309571133	0.763806498301183	NA	"prevalence"	235	105
"Elstera"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.868707892250185	-0.356171319365613	0.534074648472596	0.350024887465748	0.774297478333322	0.577532353086087	0.777043529606735	NA	"abundance"	235	73
"Roseomonas"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.0177104625283258	-0.356171319365613	0.355971607136394	0.362425999789648	0.789764118944607	0.59349939425577	0.784267056695125	NA	"abundance"	235	181
"Nitrosomonas"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.472642719345944	0	0.539410427286871	0.380909927179543	0.817836020120783	0.616727481735161	0.800663748217577	NA	"prevalence"	235	64
"Bosea"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.639823963599439	-0.356171319365613	0.33770061548337	0.412256379893731	0.859849020921211	0.654557437024378	0.83512500585869	NA	"abundance"	235	195
"Comamonadaceae Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.583879533641924	-0.356171319365613	0.27397314786902	0.412145930224074	0.859849020921211	0.349551288617781	0.56940518677723	NA	"abundance"	235	131
"Bradyrhizobium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.599000644894731	-0.356171319365613	0.299040208380091	0.427457655371953	0.866789134504238	0.672195263607819	0.843092364525061	NA	"abundance"	235	106
"Aurantisolimonas"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.580020064758649	-0.356171319365613	0.360783178987227	0.539800099571155	0.875962868283614	0.788216051645281	0.915664959048632	NA	"abundance"	235	180
"Chitinilyticum"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.0408347517162353	-0.356171319365613	0.442626132897898	0.483615870408172	0.875962868283614	0.0365177738678891	0.19100948254108	NA	"abundance"	235	216
"Devosia"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.177898338455411	-0.356171319365613	0.300050138855265	0.554670547206741	0.875962868283614	0.453593731968416	0.658155611091427	NA	"abundance"	235	97
"Ensifer"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.174468222618423	-0.356171319365613	0.271530790263141	0.516057807497834	0.875962868283614	0.00268744318800284	0.0180791632647464	NA	"abundance"	235	159
"Flavobacterium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.638163691240396	-0.356171319365613	0.426112126779632	0.514825516524746	0.875962868283614	8.42460862749793e-05	0.00311710519217423	NA	"abundance"	235	185
"Hyphomicrobiales Incertae Sedis Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.609607731802472	-0.356171319365613	0.343730231532162	0.469373549026193	0.875962868283614	0.421454237213684	0.623752271076253	NA	"abundance"	235	168
"Luteimonas"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.643036561068861	-0.356171319365613	0.406543729471817	0.485099522579161	0.875962868283614	0.335783118385124	0.568299272122914	NA	"abundance"	235	120
"Nitrosomonas"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.676756467315364	-0.356171319365613	0.425192776756368	0.460387891873713	0.875962868283614	0.616727481735161	0.800663748217577	NA	"abundance"	235	64
"Nocardia"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.115301972005256	-0.356171319365613	0.343354877787447	0.492278123049281	0.875962868283614	0.742218495665639	0.900396207856677	NA	"abundance"	235	159
"Shewanella"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.157356951630431	-0.356171319365613	0.675530716493003	0.453158587669992	0.875962868283614	0.700964469760922	0.86452284603847	NA	"abundance"	235	222
"Sutterellaceae Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.00839127992577156	-0.356171319365613	0.493051607197864	0.472850448398248	0.875962868283614	0.00141647199064045	0.0130964679568262	NA	"abundance"	235	171
"Vampirovibrionaceae Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.126362274254263	-0.356171319365613	0.36414656312087	0.538264716022766	0.875962868283614	0.237528609568735	0.516974032590775	NA	"abundance"	235	111
"Aurantisolimonas"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.336319613023805	0	0.567593291533442	0.553491539162563	0.875962868283614	0.788216051645281	0.915664959048632	NA	"prevalence"	235	180
"Bosea"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.37339352999607	0	0.637353513937991	0.557976347605316	0.875962868283614	0.654557437024378	0.83512500585869	NA	"prevalence"	235	195
"Cetobacterium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.511727431272863	0	0.813227692156921	0.529182255637314	0.875962868283614	0.778330651593233	0.915664959048632	NA	"prevalence"	235	211
"Elstera"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.337891675357986	0	0.520042940557654	0.515861454597467	0.875962868283614	0.577532353086087	0.777043529606735	NA	"prevalence"	235	73
"Gemmobacter"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.389882042221908	0	0.642307065459959	0.5438492037375	0.875962868283614	0.791926451069087	0.915664959048632	NA	"prevalence"	235	194
"Nocardia"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.3272758605225	0	0.515414934950881	0.525444388337602	0.875962868283614	0.742218495665639	0.900396207856677	NA	"prevalence"	235	159
"Rubrivivax"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.351688412947146	0	0.48335077768304	0.466855456553831	0.875962868283614	0.0762372873679069	0.301387993218113	NA	"prevalence"	235	118
"Fluviicola"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.275411204732306	0	0.485513314503362	0.570539057341413	0.876828446019434	0.111838792338729	0.331042825322637	NA	"prevalence"	235	138
"SH3-11"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.280388192055916	0	0.487505751661818	0.565190882790056	0.876828446019434	0.100488112370319	0.323309578930592	NA	"prevalence"	235	115
"NS9 marine group Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.139418912044266	-0.356171319365613	0.410446061950521	0.607610941918491	0.919186521851832	0.846030827097906	0.96317355700377	NA	"abundance"	235	60
"Bdellovibrio"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.247931297115271	0	0.487013243648075	0.610692415202929	0.919186521851832	0.257815755310002	0.527631363407795	NA	"prevalence"	235	96
"Nitrospira"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.275900769734087	0	0.554598923335157	0.618852004871637	0.921963190931215	0.373318316230188	0.587777774490083	NA	"prevalence"	235	58
"Telmatocola"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.584972993516147	-0.356171319365613	0.476550821492574	0.633729080751123	0.934590361511757	0.00227775943909497	0.0168554198493028	NA	"abundance"	235	61
"Clostridium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.168135036557181	-0.356171319365613	0.439500594295263	0.673255399651467	0.936593881364436	0.890308800177216	0.96713733454494	NA	"abundance"	235	150
"Clostridium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.213402622429305	0	0.498848001537427	0.668803381927314	0.936593881364436	0.890308800177216	0.96713733454494	NA	"prevalence"	235	150
"Emticicia"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.222267392744136	0	0.527646741743578	0.673577791392231	0.936593881364436	0.353954575564224	0.56940518677723	NA	"prevalence"	235	69
"Microtrichales Genus"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.204303487634763	0	0.482497103278173	0.671981954964348	0.936593881364436	0.892404162130989	0.96713733454494	NA	"prevalence"	235	107
"Rhizobium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.216548406497327	0	0.481508479796123	0.652905739206607	0.936593881364436	0.879525574124288	0.96713733454494	NA	"prevalence"	235	114
"Shewanella"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	0.50647299970527	0	1.14792328771989	0.659062383178206	0.936593881364436	0.700964469760922	0.86452284603847	NA	"prevalence"	235	222
"Acidovorax"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.494236086123059	-0.356171319365613	0.341184303733807	0.686615599217123	0.936877359679439	0.901790217345957	0.96713733454494	NA	"abundance"	235	75
"Fuscovulum"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.213191957377177	-0.356171319365613	0.346300880950263	0.684238844659012	0.936877359679439	0.516949983168198	0.721779221782013	NA	"abundance"	235	93
"Aquabacterium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.203795437365444	-0.356171319365613	0.508834391938719	0.766766829599547	0.95678659370212	0.508382096979999	0.721779221782013	NA	"abundance"	235	80
"Cellvibrio"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.30261488680961	-0.356171319365613	0.38253596098164	0.889418297721821	0.95678659370212	0.0202801926913822	0.125061188263524	NA	"abundance"	235	178
"Cetobacterium"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.442939346835964	-0.356171319365613	0.518890037941985	0.867824838504628	0.95678659370212	0.778330651593233	0.915664959048632	NA	"abundance"	235	211
"Culicoidibacter"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.173036237142573	-0.356171319365613	0.8414989306006	0.828520743908307	0.95678659370212	0.286790548663939	0.544166682080294	NA	"abundance"	235	228
"Dechloromonas"	"HistoryLevelNum"	"HistoryLevelNum"	"HistoryLevelNum"	-0.472037064640313	-0.356171319365613	0.477192641919129	0.809518039560062	0.95678659370212	0.160950098379481	0.410700251037298	NA	"abundance"	235	192
